Review,Class
plaza armas mercadillo especializa libros altavoces artículos calculo aproximadamente ítems libros equilibrio interesantes altavoces artículos puedes regatear vendedores ten cuenta cuba dejan llevar ningún objetos grandes metal tales señales placas altavoces artículos artículos papel ningún problema lugar interesante aprender historia cubana idea tener diversión reuniones personas interesantes,5
ano pasado oportunidad recomendarla pocos lugares habana vista maravillosa excelente servicio ano luego intentar ocasiones diferentes disfrutar estancia consumir irme ninguna dos cosas contrario esposo molestos camareros ganas ninguna trabajar trato pésimo consumidores terraza totalmente vacía vuelvo recomendarla habana general pésima peor,1
bien ubicado primer cuadro centro ciudad puebla costado catedral piso arriba buena vista decoración mexicana buena acogedora saloncito juegos mexicanos,3
malecon habana lleno cucarachas hormigas lados imposible encontrar lugar disponible sentarte manchado unico hermoso vista mar,1
merece pena visita uxmal experiencia mejor puedes subir pirámides ver millas lado selva,3
gustó solo pequeño paseo chica cascada imaginé grande mucha gente general paseo padre recomiendo tirar basura viajeros favor ensuciemos bellezas naturales,5
experiencia genial bello lugar tomar fotografías pasear bicicleta hacer caminatas tiendas restaurantes general pasas rico único guías pesar ser ciudad lugar concurrido polícias nativos siempre puedes ayudarte debes vivir pegado google maps,4
allí lunes martes hermano difícil reservar precio 250 elevado servicio dan internet funcionaba cuarto baño viejo colegas habana melia precio similar hotel mejor john,2
nunca siete viajes cuba tocó vivir mayo corriente llegada mala atención recepción check maleteros hermosa habitación mantenimiento duchador roto pocas toallas escasos elementos perfumería etc desayuno pobre mala atención camareros ganas trabajar servilletas papel suficientes cubiertos mesa mugre innombrable baños zona lobby,1
hotel mejor masajista terapeuta experimentado lugares viajado mundo nelson completamente competente eficiente concienzudo vigoroso conscientous terapeuta,4
unas cuadras macroplaza entendera hoteles mejor ubicacion mejor servicio dejo desear elevadores tardan mas minutos llegar habitación tarjetas sirven perdi mas hora subir bajar suite buen amplia limpia hotel deja desear,3
entretenido divertí gracias equipo joy squad hicieron pasar buen rato servicio atención brindaron buena igual comida bebidas,5
creo paseo montejo icono ciudad puede observar pujanza económica algún momento ciudad tan alejada capital paseo montejo avenida verdaderos palacetes visitalo,5
limpieza hotel deja desear cambiaron sábanas llena vellos aire acondicionado mal ruidoso área desayuno sobrecupo caótico recomiendo,1
acabamos regresar estancia parque central cuantos consejos edificio original dos años edificio lado conectados túnel subterráneo puedes salir conseguir opinión nuevo hotel mejor moderno habitaciones grandes encimeras baño cristal slick acabados gusta cigarros tabaco pide habitación fumadores utilizan maloliente spray aire pregunté usar ayudó habitación 1809 daba edificio antiguo pide 1817 frente antiguo edificio bacardí joya art decó piso alto ruido molestará nota habitación interior 1822 oscuro tranquilo pareció,4
comida pésima precio sabores pésimos bebidas súper costosas habitaciones cerca piscina demasiado ruido noche limpieza habitación mala check out late cobro pesar eder evento nacional,2
creo esperaba mas aunque mar cerca vista bonita sucio falta mas vida,3
servicio bueno embargo calidad comida mala porciones grandes rico carne llevaron termino solicitó barra ensaladas grande tamañano pocos ingredientes,2
mejores conservados mejor conservados ciudades amuralladas mundo tómese tiempo pasear callejuelas visitar restaurante 1811 cande tabaco vendedor peatonal empaparse ambiente,5
nunca dijeron horario almuerzo bajamos preguntar terminado sábanas sucias parecía nunca limpiaran cambia van marcando tiempo numero google páginas facebook contestan mande correo ver así contestaban quedó pertenencias responden,1
infraestructura buena mantenimiento malo problemas humedades paredes aire acondicionado malo ducha mala sofá húmedo peor playa basura charcos olores putrefactos personal amable dan vasto deberia haber mas personal,2
nardos dos veces 2012 2016 lugar permanece intacto servicio excelente bastante común cuba onu raciones enormes comida sabrosa nivel moderado precio única cosa gusta bastante oscuro privativo decorado último importó buscas ambiente acogedor romántico alternativas mejores zona,4
hotel excelente ubicación dentro paseo san pedro compras bajando elevador padrísimo cerca kidzania planetario alfa plazas malo instalaciones baños deben mejorar sale agua regaderas haciendo mojadero baño limpieza lamentablemente aspecto negativo ojalá pudieran capacitar mejor personal aspecto excelentes personas amables desayuno buffet variado rico opción regresar,3
lugar hermoso magnífico alojamiento moverse largo cansado llegada llegar granero recepción mega drive amable asistentes demasiado larga averiguar pertenecía reserva tan grande saben dónde esperar hablan inglés hacen así esperar transporte personal agradable accomodateing equipo multipropiedad desear curioso alto nivel quedamos decepcionados parada push push decepcionado agente original agradable christy desapareció nunca despedida verdaderamente decepcionante encontrado camareros restaurante amable servicial driniking lunching playa prepárate esperar minutos conseguir servicio altamente inaceptable lugar nivel calidad tan alto estilo quedamos decepcionados lugar precioso desea ningún verdadero experiencia mexicana lugar agradable simplemente tener paciencia viajeros internacionales aceptan todas esferas vida sentimos dan informes negativos merecen saber esperar vivante,3
restaurante elegante bien ubicado centro ciudad lástima comida sazón puede hacer mejor mole tradicional casa servicio tan lento rematar faena familia,1
acabamos llegar hotel atensión sido fabulosa parte andres david buena atención recomendaciones demás sido fabuloso mano gracias atenciones,5
encanto lugar servicio atención super genial lugar compartir personas amas excelente mirador,5
bonito sitio buena comida buena atención servicio siempre atentos eficientes delicado punto extrema amabilidad afán servicio llegan convertirse incomódas cliente buenos entrantes,5
increíblemente buena atención encargados funciones dentro hotel gran amabilidad confortabilidad vuelve lugar agradable buen hotel lugares daría agrado volver erick increíble amabilidad,5
caminar malecon buena experiencia observa barcos distintas playas embargo area invadida vendedores,3
grand luxxe complejo precioso visita vale pena mientras mientras complejo precioso proceso registro dolor cabeza persona incompetente trabajando zona registro bld3 chica quieres comenzar viaje pie derecho,4
dos lindas casas estan frente frente balcón cada maravilloso sentir sensación amor respiro momento leyenda vayan guanajuato conozcan cerca bella ciudad callejón beso lleven quién besar sino buscan,5
buen servicio atendieron bien instante caso llevo cabo evento salones instalaciones comida servicio excelente tardaron entregarme factura bien atendio miguel fernandez area banquetes planear evento bueno atento quede complacida comida aperitivos sirvieron evento deliciosos,5
encanto reto subir escaleras pues vertigo logre aunque ala mitad dio vertigo opcion bajar partes jajajaja,5
comimos aquí última noche habana venido tan popular reservar haga primera parada asegurarse oportunidad cenar excelente restaurante definitiva comida mejor habana incluso cuba servicio amable profesional ambiente genial asegúrate final calle restaurantes intentará lamparitas camino,5
lindo recorrer tomar paseo solo tramo suficiente puedes usarlo trasladarte parque distancias amplias,4
lugar agradable comida excelente buenas porciones buena atención parte mesero jhon general restaurante,5
zona arqueológica hermosa entrada gratuita nacionales buen sombrero agua indispensables hace falta información cada pirámides baños lejísimos,4
hotel cuenta habitaciones sucias baños dan asco cantidad sarro pegado paredes regaderas tipo losa tieneb porosa absorbe toda mugre tallen bien baños favor,2
restaurante fresco parte experiencia excelente general san cristóbal habana cayó corto número frentes primer lugar intentado organizar reserva correo electrónico nunca apareció intenté llamar canadá podía llegar través problema cuba probablemente problema restaurante entonces guía turística habana geikas increíble cubaneamas confirmar reserva momento sólo pudimos conseguir llegamos esperamos mesa servicio amable irregular vino queríamos aceptable sustituto comida bien compensan larga espera ofreciendo acceso mohitos después cenar dio cada trago ron años edad así hacen esfuerzo lugar atractivo habana cuatro noches tercer clasificado después san cristóbal realmente divertido lamparilla casual comida foresta puesto número comida jardín precioso,4
dice gente espera van vacaciones obtiene pagamos alojamos habana libre noches parte unas vacaciones semanas segunda parte varadero hotel mal cuba limpia vistas increíbles habitación enorme último día camarera dejó nota dulce inglés roto sólo quería decir esperábamos disfrutamos estancia casi dejaron rompeduras dónde irías conseguir dieras propina desayuno bueno montón cosas elegir cosas tipo huevos cereales tortitas así cubano arroz judías comimos tomó,4
buena guía jorge animales bien cuidados buena explicación animales verdad guía jorge explico detalle llaman animales cuál avita creo animales favoritos conocer mas verdad recomiendo visiten áfrica safari puebla,5
vas estrella puebla debes dos veces día noche aprecian mejores detalles día noche enigmático romántico,3
cartagena amurallada conservado buenas condiciones bonita mucha actividad bares restaurantes poder,4
experiencia única gracias personal especialmente malu atención inigualable,5
sexta vez hard rock vallarta encanta ocasión aquí cumpleaños hija pensé iban tener detallazos increíbles cumpleaños así hice reserva directo call center hotel mencioné llegando escritorio concierge día cumpleaños recordé reservamos restaurante pues importó decoraron habitación llegada día cumpleaños solo pusieron globos sencillos banner puerta peor después avisar reserva rest dije hostes cumplía años hija decirle meseros fin quejé concierge dijeron disculpas todavía puede hacer vayan mañana vamos hicieron colmo jacuzzi favorito hija sirvió toda semana acaban arreglar día irnos volveremos recomendaré gran hotel personal meseros increíblemente atentos meseros alberca roby excelente consigue camastros pendiente día meseros restaurantes joya chicos entretenimiento echan muchas ganas magicmany calidad comida excelente todas opciones real and healthy food buenas favor descuiden detalles hace diferentes huéspedes quieran volver,3
zoológico localizado menos kilómetros ciudad puebla llegada trato amable personal orientan puede contar guía bien entrar propio auto recorres parque explicación detallada cada especie animal cuenta restaurant zonas snack tiendas recuerdos precios accesibles asi baños limpios leones famosos oportunidad tomar foto recuerdo cachorros brazos bella experiencia ver variedad animales solo reportajes televisivos visto aves diferentes variedades volando libres cielos impresionante vale pena verdad paseo,5
vale pena verlas habia hace años ahora puede subir màs valen pena verlas,5
mayor punto venta hotel poca distancia pie todas atracciones habana vieja decoración interior llevará vuelta años habitaciones amplias techos altos restaurante planta superior ofrece fascinantes vistas ciudad restaurante piso principal única zona fumadores selección limitada cena compensado excelente servicio pedro igor yeney kikita,3
descuidado ascensores peor quedó parado funciona sistema alarma suerte arte magia abrió solo rato menudo susto moqueta pasillo sucia habitación vieja veces agua caliente traga bien desayuno justito justito día bajar andando escaleras pasillos película terror volveré recomiendo único destacable vistas habitaciones,1
segunda vez allí llevamos amigos allí viendo primera vez allí divertido novio alegramos haberlo hecho ver película segunda vez ver escuchar historia segunda vez absorber vez nubes flotantes daría descanso sol abrasador clima fantástico preparados botellas agua aperitivos tour ruinas comprar recuerdos allí regatear vendedores artículos similares así vendedor mueven así consejo viaje tener efectivo regatear jabón manos botellas agua snacks papel servilletas disfrutar duda lugar visita obligada,4
acceso lugar dice mediante escaleras así personas movilidad reducida pendrán dificultades salón mas bien oscuro iluminado velas ideal pareja bastante frío justo ubicado salida aire acondicionado,3
cuba habitual mantenimiento hoteles éste nulo hotel clàsico excelente patio antiguo buena ubicación terraza última planta desayunos restaurantes desayuno malo solo pan maiz servilletas apensa vasos productos escasa calida,2
bella plaza rodeada edificios majestuosos bien restaurados rodeada buenos paladares comer varios escoger,5
wow escuchado muchas recomendaciones lugar nunca ido hace precio interesante toda historias museo,5
excelencia atención parte personal hotel desayuno variado vista espectacular vista espectacular quería resaltar atención dayana hostes chicas relaciones públicas aconsejo,5
lugar bastante famoso visite influencia muchas celebridades comido ahí realidad cuenta solo comida excelente tampoco desagradable precio elevado atención tampoco buena,3
pagamos precio completo visita mínima recorrido pequeño possible salir recorrido alrededor monumentos puede hacer palenque teatihuacan sitios peor puede ver tajin chico tampoco gran greca hablar museo solo puede ver tajin viejo malo justifica puro robo falta respecto visitante repito pagamos precio completo,1
recomiendan lugar mejor mojito falso lugares mojitos mas ricos puede disfrutarlos cómodo mejor atención precio solo vale pena famoso lugar pasado,3
vas conocer mítica adelante vayas expectativa encontrar mejor mojito habana coctelería deja desear lugar pequeño suele tener música vivo hace,3
transporta tiempos piratas permite vista toda cartagena antigua importante caminarla completamente rincones diferente hermosa bien conservada,5
realmente lindo ideal finalizar viaje cuba despues viajar aquella isla hermosa tantas carreteras aventuras unico queriamos dormir lugar tranquilo buena habitacion bufet hablar piscina fantastica plena ciudad,5
excelente opción conocer hacienda clásica yucatan cerca mérida dieron recorrido breve bonito hacen eventos comida bebida tradicional yucateca rico comido precios accesibles gran recomendación,5
verdad pareció control llevan reservaciones dan importancia provocando disgustos malas experiencias hotel viejo descuidado baño moho paredes definitivamente mantenimiento tampoco prioridad teniamos reservadas habitaciones dobles hotel llegamos hacer check aproximadamente dijeron tenian asignadas inclusive dieron números habitación aun lista así pedimos llave teniamos dejar equipaje salir evento regresar dijeron tenian habitaciones dobles disponibles queriamos sencilla king size pusieran cama extra_x0085_,2
calidad comida regular mundo café malísimo vasito agua mejor desagradable poca calidad servicio bastante lentos desorganizado área terraza piensan seguir dando servicio,1
llegada marival residences tocó evacuando hotel huracan patricia informados marival resort acababamos hacer chek out sabian ibamos residences quedarnos noches mas celebrar boda toco llegar regresarnos resort ahi tenian salón seguro pasar huracan ahi 12pm 10pm afortunadamente paso mayores pudieron entregar habitación cabe mencionar mientras ahi recibimos excelente trato gerente hotel informando cada noticia tranquilizandonos hizo excelente trabajo habia alimentos bebidas suficientes unico teniamos hacer unas interminables filas comer cenar embarazo iba dificil llegar hotel entregaron habitación informaron noche día siguiente desayuno tendrian servicio alimentos ningun restaurante hotel room service embarazo dificil cena habian ofrecido solo hamburguesas hot dogs vegetariana toco comerme puro pan vegetales ligero menos esperaba ver habitación alguna galleta cualquier cosa recompensa tener servicio alimentos cansancio preferí salir buscar algun restaurante día siguiente mismo desayunar resort practicamente haber cenado nauseas embarazo incomodo tener trasladarme hotel desayunar conclusión situación llegada detalles recibimos bienvenida altura categoria hotel simplemente entregaron llaves habitación llevaron equipaje botones amable comprendimos situación huaracan esperabamos día siguiente abierta recepción ser atendidos alguna bebida sonrisa acostumbrados traten hoteles misma categoria grand velas casa velas embargo solo dejaron ahi parados recepción hubieramos llegado hotel categoria estrellas ahi registraron trato haciendo favor ningun momento ofrecieron sentarnos loby ofrecernos alguna bebida atendernos ahi costumbre hoteles categoria personal recepción poca amabilidad parece llega oficinas alguna institución publica regularmente misma hacer esfuerzo ser agradables mas tratandose turismo deberian tener mas preparación area referente costo primera noche alrededor 000 pesos considero obtuvios esperado incluido solo pasamos noche situación arriba mencione servicio alimentos día siguiente medio día practicamente horario contaba segunda noche pagada mil quede inconforme haber recibido menos alguna fruta habitación comprendimos totalmente amenaza huracan entregarnos habitación impedia ofrecieran menos alimentos fruta galletas etc tenian personal restaurantes noche pago totalidad quede inconforme cabe mencionar paquete bodas incluía canasta frutas llegada recibimos detalle dimos importancia momento acabando paciencia transcurso estancia demas detalles seguire describiendo gusto instalaciones general estan encantadoras dignas categoria diamantes habitaciones lujosas comodas sala cocina completa terraza excelente vista residencia novios planta baja terraza alberca salir encanto apesar dormitorio contaba baños completos residencia papás ultimos pisos excelente vista mar encantó amplio horario alberca jacuzzi excelente temperatura desayuno comida bien cena excelente rica cheff lemmon grass cena amable salio preguntar habia gustado verdad deliciosa cena autor meseros mismo restaurante atentos amables excelente servicio personal club playa nivel extremadamente amables note personal resort sección club playa oficinas mas amables dan tipo capacitación residences gerente amable totalmente preparada salvador olmos catering services dio excelente trato planeando boda verdad ver eligieramos marival residences boda información dio incluso conocer hotel meses boda dio tour dos hoteles comunicación durate boda amable profesional gazebo encantó decoración hermosa muchas flores mas flores mejor decoración hoteles cuestion boda brindis champagne gran detalle incluso salvador olmos pendiente entregarnos acta matrimonio quedamos satisfechos especial gracias servicios boda perfecta cada detalle queremos felicitar especial profesionalismo dedicación trabajo buen elemento grupo marival personas hacen valga pena haber elegido marival residences ocasión tan especial boda boda perfecta pierden quiero especificar cada detalle ultimos detalles decepcionaron personal recepción aparte pesima bienvenida mencione principio comentamos agua regadera habitación fria tibia acercaba caliente parecer hicieron días agua fria excepción noche llegada mencionaron acababan prender boiler efectivamente noche agua caliente unica noche concluir reservacion noches días decidimos quedarnos noche pedimos gerente creo piso sub gerente amable cierto facilitara computadora realizar reservación internet directamente pagina web marival cierto mas descuento haciendolo medio recomendable realicen reservaciones sub gerente atenta mando señorita concerge hace falta preparación puesto importante tipo relaciones publicas contacto directo huesped indespensable ser demasiado coordial bueno tal explicar sub gerente habia autorizado hacer uso computadora telefono realizar llamada 01800 banamex realizar pago noche extra decia haber cobraban llamadas hoteles comportan totalmente amables agradecidos elegir hotel noche extra hacen posible quede mas noches vimos concerge recepción totalmente igual queda mas noches relacionado hotel gane pierda actitud practicamente diciendo recibo sueldo cualquier manera asi hotel gane pierda asi hacen esfuerzo alguno ser coordiales colmo llegue recepción acababa max atendió chico menciono habiamos hecho reservación mas temprano todavía iba aparecer comentario coordial digamos acababamos decidir quedarnos noche mas hicimos pago minutos cuanto venció habitación estabamos tiempo comunico elizabeth reservaciones principio atendió amable soluciono solos recepción pueden resolver detalle grave principal imagen hotel detalle agua fria dos ultimas noches quise salir cenar traia resfriado dormia temprano 8pm 3am desperte penultima noche ordene habitación consome ver caliente ayudaba resfriado cabe mencionar servicio lento tardaban room service primeros días solicitando servicio bueno sorpresa día siguiente haber hecho pedido nocturno quede linea telefonica dia siguiente noche medio día hacer chek out larededor hrs linea tomar cuenta menu especifica servicio toda noche 11pm 7am servicio nocturno aparte paga servicio deberian negar servicio senti tener línea telefonica recepción darlos enterados situación dijeron momento iban resolverlo paso menciono noche tambien dormi temprano cenar noche 12hrs trate pedir cena seguia linea quede cenar dia siguiente desayunamos temprano volvi mencionar linea nuevo iban resolverlo 30am queria comer ligero seguia linea lemmon grass junto alberca lei toda carta dice mesero tenian servicio 12pm abrian llamara room service habitación volvi recepción mencionar tenia línea queriendo comer ligero hacer chek out nuevo ommagio temprano habia desayunado llego señorita entrada pregunta numero habitación mencioanarlo checa lista dice vinieron desayunar acaba pareja ocasion iba sola esposo habia quedado habitación haber casualidad arreglaban linea telefonica pedir entonces digo señorita podian atender molesta mencione alberca habia aun servicio tenia linea podia comer ningun lado nuevo recepción dije prestara telefono hacer pedido room service dijo iban arreglarlo creí regrese ommagio quedo mas desayunar nuevo tenian menu aun desayunos regrese habitación faltando solo empacar llega fin tecnico solucionar línea estabamos desocupando habitación pasamos estress claro estabamos arrepentidos haber pagado noche mas marival residences habiamos contemplado irnos casa velas noche extra pues dimos preferencia ustedes pensando estabamos ahi movernos pensabamos iba pasar detalle lunes temprano recogieron refrigerador segun pensando ibamos teniamos pagado principio martes ultimo menciono pagamos noche salir miercoles ultimo detalle desagradable hicieron valido promoción reembolso casetas bono gasolina 500 pesos anunciado hacer reservación pagina web marival residences menciono recepción hacer valido minimo noches quedamos noches decirle dijo cualquier manera podia hacerlo valido traíamos tickets caseta día jueves habiamos hecho chekin viernes mencionamos jueves llegamos marival resort hotel misma cadena pidieron llegaramos boda entregar examenes medicos obligatorios reitero marival residences boda oficinas catering estan resort hizo facil llegar primera noche resort mencione recepción estabamos marival resort contrario hubieramos llegado viernes hubieramos pagado noche jueves obvio empresa marival supongo conviene mas noches quede mejor supone consumiendo aunque mencioné mas arriba recepción igual hotel gane pierda actitud creo gerente enterada tanta frialdad atenta bueno tal dijo sistema permitia hacer efectiva dicha promoción problema quedamos impactados actitud papas llegaron viernes quedaron noches pues viernes llegaron día huracan cobrando casetas minimo hacer valido vale gasolina pues tampoco hicieron valido salimos molestos haber recibido reembolso sino pesima actitud problema menos salir chicos botones amables gran sonrisa despidieron cabe mencionar toda estancia amables hacen trabajo altura hotel felicitación menciono pierden,3
ambiente detonación tema náutico laguna puede ser agradable día pedimos ensalada gambas excelente podría haber sido comida mujer pidió camarones jumbo bien pedí pargo rojo cuenta fumado usted podría probar humo siquiera pizca peces normalmente bueno terminado cenar atacados ventas tiempo compartido hizo,3
año pasado oportunidad viajar monterrey conocer ciudad llegar hotel personas mostraron atentas dar indicaciones hotel bussines class verdad confortable único malo nunca pude tener acceso internet,5
huele política acuerdo trabaja bodeguita comida bebida platos fuertes buena calidad llega estándar internacional estrallas,1
buen hotel noches gente negocios convencion habitaciones atractivas parejas fin semana buen desayuno buffete horario semana reducido menos deben dejar,4
apesta agua alfombras apestan toallas sido usados 1000 veces pasillos mal iluminados ascensores soooooooooooooooooooo lento servicio habitación horrible edificio mismo mismo bonito gente recepción atento lugar,2
excelente sitio iluminacion navidad espectacular sitio acogedor pasar familia van temprano tempertura agradable quedas despues sugiero lleves buen abrigo aquelos vivimos países calidos tremendo error bogota subir cerro monzerrate abril volvi reyes sigue siendo impresionante,5
lugar cerca cima lugares queríamos comer habana principalmente comentarios parecía genial puedo comentar comida decir parecía agradable platos personas esperamos minutos tratando conseguir asiento tiempo personal admitía amable duda cubano dado mayoría personas encantador finalmente después ser obviados pareja americanos saltando cola sentamos pequeña esquina nuevo luego ignorado personal levantamos ser justos lugar lleno mayoría americanos promedio tamaño pequeño pueblo deja espacio moverse restaurante aunque culpa lugar podría haber hecho embargo reconocer cola dijo cómo cosas pueden resultar largo generalmente hablar demasiado pedir,1
rica variedad platillos yucatecos creo quiza pudieran saber mas ricos ocupados cocina insipidos platillos buen precio excelente ubicacion,3
servicio bueno unico encontre negativo buffet bastante regular bueno malo realmente mucha variedad elejir casi siempre mismo variasen estaria mal desayuno queja alguna despues restaurante italiano lobby bueno excelente trato ademas mike bar gusto tambien servicio habitacion bueno segundo piso lado pasillos interiores vista mar general habitacion bastante buena apropiadamente equipada realmente bueno hotel particular cadeca lobby cierra mas tarde excelente buena opcion buen precio recomiendo,4
pasado mes oportunidad asistir grupo escolar competencia baile hotel villa palmar excelente instalaciones máximo emociona hospedarse calidad servicio brindan humanamente quedamos días personal labora lugar atendió maravilla bell boys recepción olvidar personal market deli preparan deliciosos sándwiches ensaladas enedina cheff lugar mejores lugar 100 recomendable visitar relajarse disfrutar,5
marido acabamos volver pasar semana vacaciones amigos villa estancia reservamos día ultra incluido pareja lejos lugares hermosos alojado personal atento toda semana registramos angel llegada dirigimos directamente cena restaurante hotel casona gran selección gustos pescado ternera cordero etc cocinado perfección favorito camarero servicio cenas rodgelio seguro escrito nombre correctamente aseguraron copas vino siempre llenos perfeccionado arte preparar café español olvides pedir decepcionará cansamos menú manifestó deseo cierre restaurante mayoría noches pianista toque agradable desayuno sirve casona placer ser recibidos cada mañana julieta servidores alan omar aseguró bien cuidado chef hizo manera preparar casero caliente salsa junto casona cazuela fantástica manera comenzar días servicio piscina playa alonso raúl siempre genial piscina climatizada refrescante necesitábamos descanso calor escogimos suite dormitorio necesitamos estancia semana pasamos mayoría tiempo agradable tener sala cocina completa volver piscina cena servicio lavandería servicio completo habitaciones genial servicios spa toque agradable aprovechamos balnearios saunas casi diario incluidas paquete servicios asalariados precio razonable último día decepcionó descubrir paquete incluido terminaba mediodía aunque salida tarde organizar ser recogido casi problema hora salida tarde sido agradable haber podido tener almuerzo tarde temprano cena dirigirnos aeropuerto seguro protocolo estándar nunca llevado asunto general quedamos satisfechos villa estancia esperamos siguiente visita leer menos,5
mejores cosas hotel servicio personal habitaciones piscina suite dormitorio familia cuatro miembros preciosa espaciosa vista encantadora personal amable atento servicial hicimos incluido pareció comida bien excepcional batidos bar piscina punto destacar océano tibio peligrosa rayas agua marido pusimos enfermos mientras allí embargo cometimos error lavarse dientes agua así puede sido error traer inmodium cama difícil incluso colchón pude dormir bien tiempo niños ningún problema sofá cama leer menos,4
celebrar cumpleaños busque lugar informal dos bebes facil cualquier lugar ell servicio bueno mesero miy atento amable jugo hijos poder terminar cerveza comida basta rica mandaron cortesia postre trago final hermana olvido bolsa regresamos habian guardado muchass gracias,4
lugar oscuro podía ver comida atienden mejor extranjeros cubanos molestó comida bien gran cosa gustó trato lugar volveré,2
encantó tomó muchas fotos camino puede andando malecón paseo mampostería vistoso excelente amplia ruta bordeada árboles lugar llevar señora,5
museo oro conocer historia colombia precio tiquete económico centro ciudad vale seguramente pena visitarlo,3
reserve habitaciones llegue hotel 4pm solo pudieron dar tenian habiataciones disponibles momento espere hora media segunda habitacion molesto pedirla dijeron aunque reservara habitaciones sujetas disponibilidad serio supone haces reservacion,3
mal hotel sucio ascensores tardan 1hora llegar habitaciones sucias medio rota ducha tenias agachar ducharte suelo habitación tenia ronchones españa hotel tenia estrellas justas,1
esperar minutos orden fin frío justo nadie vino mesa explicar simplemente horrible,1
playa agradable comida excelente bebidas bien zona piscina limpia bien cuidada director actividad fresco servicial mayoría personal amable veces difícil obtener información recepción sabía ocurriendo complejo problemas inglés creo personal recepción hablaba inglés bastante bien tratar montón estadounidenses actividades adolescentes limitado fiesta playa última noche bien tener par noches baile viaje general disfrutamos vacaciones,4
estadía presente dificultades abrir puerta tarjeta bajando hablando solicitar apoyo argumentaban tarjeta desprogramado traerla cerca llaves final resultó falla chapa puerta buena efectuar programa mtto preventivo chapas,4
deja desear habitación demasiado antiguo tele cama fin mala insonorización ocasiones pasillo parecía tianguis martes precio mejores baratos creo volver recomiendo,1
hotel nacional habana elegante reminiscencias apogeo habana espectacular edificio vistas caribe bar enorme cómodo asequible habitaciones amuebladas confort año 1950 encantó duda alojaría viaje regreso cuba,5
buena ubicación hotel buena atención variedad comida bebidas incluye shows nocturnos culturales danza musica cuenta piscina playa bonita cruzando pista metros frente hotel ciudad linda colorida conocida ciudad amurralada existen tours visitar isla rosario hernosas playas baru hora ciudad gente alegre amable cartagena hermoso lugar espero volver pronto,4
dejes vistarlo magnificas condiciones descubrirás parte historia paso disfrutaras buenas vistas ofrece cartagena,5
atención yuris resto personal excelente comida rica vale pena,5
oportunidad ver iglesia histórica cenar montaña desea podría línea tren vistas estupendas disparar alguna foto compré billete pidió podría embargo vendieron billete mencionar funcionando así resultó bajo mantenimiento recorrimos montaña abajo además dejó taxi dio instrucciones podría camino sendero apuntaban dirección después haber comprado billete comencé caminar camino cuenta justo vuelto capacidad limitada leer español ayudaría alguna información impresa inglés visitantes extranjeros generalmente pueden leer inglés,4
encanto hotel comida deliciosa habitaciones super amplias excelente vista zonas comunes agradables piscinas mejor servicio calidad humana trabajadores excelente volvería mil veces mas encanto,5
llegas hotel entrar vestíbulo asombra hermoso diseño subir habitación piensas esperar minuto aún mismo hotel sentí hotel visto apogeo algún día siglo pasado decoración anticuada desgastada silla imposible sentarse trabajar pocos minutos caja seguridad apenas podía aproximadamente guardar ordenador portátil mini bar nevera confirmo habitaciones amplias camas cómodas general listo renovación buffet normalito ubicación bastante increíble,3
comida servicio terrible bonito bueno fotos malo comida,1
muchas ganas conocer museo valió pena amplios espacios grandes obras arte edificio bonito fin vale pena visitarlo además obras picasso monet etc,5
único positivo hotel buena ubicación negativo rotos ascensor allí hotel viejo necesita ser renovada bathroomdoor difícil abrir cerrar pintura estuco mal paredes pueden manejar clientes desayuno plates etc personas dijo habitaciones renovadas,2
unas cuadras centro ubicación buena hotel fachada increíble ahí edificio funcional mayor aspavientos habitaciones viejas alberca super bien bufete internet soporta streaming netflix agua potable pasillos aire acondicionado funcional 100 pesar olvidado pudiera lugar personal atento servicial momento vaya gente hace hotel,4
servicio pésimo comida insípida empanadas crudas tardaron minutos darnos cartas poner servicio traer comida,1
situado zona miramar alejado centro ciudad dispone piscina espectacular playa privada propia habitaciones espaciosas cómodas general instalaciones servicios hostelería consonancia espera embargo falta buena dosis mantenimiento cortinas baño puertas correderas terrazas falsos techos servicio esmerado deberían desinsectar edificio hormigas compañeras viaje fin problemas grandes hoteles destacar excelente mojito lobby actuaciones musicales hacen cantidad servicios presta referente ciudad duda esfuerzo mantenimiento,4
aspectos negativos cayó baranda madera tercer piso lado cerca grave accidente tomaron medidas servicio cocina demorado platos carta,2
único punto bueno hotel ubicación mejorar tema limpieza lavado alfombras adicional recepción llaves suficientes número cuertos hotel creo deberían preparados ello desayuno creo mejorado,3
central conveniente gran estancia aquí pesar ubicación céntrica habitación daba parque tranquilo diferencia hoteles zona factor sorpresa probable cómodo date aquellos piscina bar restaurante terraza azotea unas vistas increíbles ciudad tumbonas pocos lejos embargo manera pueda salón éstas esperanza sombra parcial sombra parcial hecho lleno sol sombra completo último siendo restaurante bar sólo vertical tan cómoda relajarse sillas desayuno excepcional,5
comida normal sobresaliente llamativo cortes pastas etc precios caros servicio meseros general bien supervisores lugar actitud terraza familiar solo adultos música,3
familia febrero paso habana después cayo largo sabe hoteles cuba cuentan renovación paises cuenta plaza hotel gusto agua caliente duchadores rotos empleados hacen posible agradar cliente realmente alcanza bien ubicado cerquita habana vieja volveria hotel,2
menos viajero temporada conseguir hotel caro puede baratos habana hotel económico habana condenado reino unido alojé allí noches levantamos coger primeros autobuses posible,1
